entity,type,frequency
Eví,LOC,11
Quizigué,LOC,11
Bárbara,LOC,11
Vilaldea,LOC,11
Salían,LOC,11
Puente,LOC,11
Cuerno,LOC,11
Descuida,LOC,11
mundo,LOC,11
Porque,LOC,11
Salió,LOC,11
Sede,LOC,11
Lozoya,LOC,11
Figuraos,LOC,11
imperial,LOC,11
Darro,LOC,11
Scirocco,ORG,11
Provedaño,LOC,11
Cantábrico,LOC,11
Batuecas,LOC,11
Afligidos,LOC,11
carrejo,LOC,11
-¡Esa,LOC,11
camarín,LOC,11
Aglae,LOC,11
Salón,LOC,10
Creíase,LOC,10
Gobernación,ORG,10
carbonario,LOC,10
Aquel,LOC,10
-¡Hola,LOC,10
Guadiana,LOC,10
Dábale,LOC,10
Viloqué,LOC,10
Jaen,LOC,10
Misúa,LOC,10
Moru,LOC,10
grande,LOC,10
Eresma,LOC,10
Garañón,ORG,10
Algún,ORG,10
Terranova,LOC,10
Irene,LOC,10
Castrodorna,LOC,10
Roberto,LOC,10
Cristo,ORG,10
Nati,LOC,10
Pensaba,LOC,10
Complutum,LOC,10
Tetuán,LOC,10
Pozo,LOC,10
Paciencia,LOC,10
Ramoncita,LOC,10
Argos,LOC,10
y,ORG,10
Renato-,LOC,10
"
						",ORG,10
Arcadia,LOC,10
Circo,LOC,10
Calatayud,LOC,10
Zelanda,LOC,10
Decían,LOC,10
Mcomu,LOC,10
Cállate,LOC,10
Teruel,LOC,10
Países,LOC,10
Pasaban,ORG,10
Están,LOC,10
Soto,LOC,10
Egmont,LOC,10
Cristo,LOC,10
Pascualet,LOC,10
Salimos,LOC,10
Rosilla,LOC,10
Historia,LOC,10
Monote,LOC,10
Casarme,LOC,10
Ferrol,LOC,10
Villamojada,LOC,10
Evangelios,ORG,10
Dijo,LOC,10
Suba,LOC,10
Supremo,LOC,10
Ugena,LOC,10
Creerás,LOC,10
Ultramar,LOC,10
aguzó,LOC,10
Caridad,LOC,10
Medinat,LOC,10
Crisóstomo,LOC,10
duquesa,LOC,10
México,LOC,10
Convento,LOC,10
-Descuidad,LOC,10
Tanasia,LOC,10
Narda,LOC,10
Sois,LOC,10
Alcaraban,LOC,10
Alicante,LOC,10
Lupe-,LOC,10
Sacristán,LOC,10
Ud.,LOC,10
Fe,LOC,10
Piedad,LOC,10
Jerónimo,LOC,10
Pilar,LOC,10
Castros,LOC,10
Inquisición,ORG,10
Cortijo,LOC,10
Zapote,LOC,10
Rodrigo-,ORG,10
Chipre,LOC,10
Turco,LOC,10
Callaron,LOC,10
Ribadeo,LOC,10
Llegué,LOC,10
Guillermina-,LOC,10
Usté,LOC,10
Juzgado,ORG,10
Tribunal,LOC,10
Denia,LOC,10
Veracruz,LOC,10
Rosa,LOC,10
dias,LOC,10
Borgoña,LOC,10
Tolosa,LOC,10
Almudena,LOC,10
Cámara,ORG,10
Mr,LOC,10
Álava,LOC,10
Vejer,LOC,10
civil,LOC,10
Policarpa,LOC,10
Corpus,LOC,10
Padres,ORG,10
Hidalgo,LOC,10
-¡Ahí,LOC,10
Eran,LOC,10
Generala,LOC,10
Crucifijo,LOC,9
V.,LOC,9
Hostería,LOC,9
Abril,LOC,9
Vaticano,LOC,9
vos,LOC,9
Gobernador,ORG,9
Albarracin,LOC,9
Está,LOC,9
Avieiro,LOC,9
Elven,LOC,9
Lobo,LOC,9
Luz,LOC,9
Osorio,LOC,9
cuero,LOC,9
-Veo,LOC,9
California,LOC,9
—¡No,ORG,9
bofeton,LOC,9
Gamonal,LOC,9
rábia,LOC,9
Cierto,ORG,9
Somodevilla,LOC,9
Jacintica,LOC,9
Corrí,LOC,9
Religión,ORG,9
Parecían,LOC,9
Suizo,ORG,9
Cairo,LOC,9
Hoy,LOC,9
Madrí,LOC,9
Muzay-Jacub,LOC,9
Chateau-Cambresis,ORG,9
-Compadre,LOC,9
Flaccilla,LOC,9
Fairfield,LOC,9
Villadiego,LOC,9
Contaba,LOC,9
Rhodesia,LOC,9
Paloma,LOC,9
británico,LOC,9
Nunca,ORG,9
-Verdá,LOC,9
Carthago,LOC,9
Ca,LOC,9
Tapióles,LOC,9
Pazo,LOC,9
Bloemfontein,LOC,9
Requena,LOC,9
No,ORG,9
sosegó,LOC,9
Gila,LOC,9
Abastos,LOC,9
Vengo,LOC,9
Civiles,ORG,9
portugués,LOC,9
Coso,LOC,9
Rúa,LOC,9
Albacete,LOC,9
Modesta,LOC,9
Brillaron,LOC,9
Riera,LOC,9
Costanilla,LOC,9
Vestía,LOC,9
López,LOC,9
Azores,LOC,9
Atlántico,LOC,9
Lleva,ORG,9
vizconde,LOC,9
Farax,LOC,9
Negra,LOC,9
Alto,LOC,9
Niza,LOC,9
Torozos,LOC,9
punta,LOC,9
Chamartín,LOC,9
Sosegaos,LOC,9
Decia,LOC,9
Deán,LOC,9
No,LOC,9
Curia,ORG,9
Montaña,LOC,9
Di,LOC,9
desórden,LOC,9
Trujillo,LOC,9
Jehová,LOC,9
consejo,ORG,9
Catana,LOC,9
Apolodorín,LOC,9
Superior,LOC,9
Corre,LOC,9
Vendré,LOC,9
Isabel,LOC,9
Septiembre,ORG,9
Marqueses,LOC,9
Tiemblo,LOC,9
Levantáronse,LOC,9
Postas,LOC,9
Red,LOC,9
Oía,LOC,9
Punta,LOC,9
Amargura,LOC,9
Poco,ORG,9
Bética,LOC,9
Avenida,LOC,9
Hebrus,LOC,9
Negras,ORG,9
Grandes,LOC,9
Tarraconense,LOC,9
-¡Hay,LOC,9
Marchaban,LOC,9
Aquila,LOC,9
Carraspique,LOC,9
-¡Muy,LOC,9
Molinero,LOC,9
Barranco,LOC,9
Cielos,LOC,9
Hispania,LOC,9
Macedonia,LOC,9
Dos,ORG,9
Carta,ORG,9
Valdezotes,LOC,9
Subía,LOC,9
Comercio,LOC,9
Descuidad,LOC,9
Viso,LOC,9
Irlanda,ORG,9
Jesús,ORG,9
Narices,ORG,9
vía,LOC,9
Virginia,LOC,9
Nacional,LOC,9
Bohemia,LOC,9
Bernal,LOC,9
Saleta,LOC,9
Cartuja,LOC,9
Cuatro,ORG,9
Ministerio,ORG,9
Conforme,LOC,9
Duerme,LOC,9
perdónadme,LOC,9
gavilán,LOC,9
Afuera,LOC,8
Murta,LOC,8
-Sí,LOC,8
-¿En,LOC,8
Otaín,LOC,8
Cabra,LOC,8
Reinosa,LOC,8
Huertas,LOC,8
Casiña,LOC,8
Embajadores,LOC,8
Ortés,LOC,8
Brigadiera,LOC,8
Ilergecia,LOC,8
Robador,LOC,8
Andresilla,LOC,8
Moléson,LOC,8
Ateneo,LOC,8
estrecho,LOC,8
Siéntate,LOC,8
Tomillares,LOC,8
Vírgenes,LOC,8
Niño,LOC,8
Leopoldo-,LOC,8
rue,LOC,8
Soñaba,LOC,8
Casas,LOC,8
Rija,LOC,8
posada,LOC,8
Paca-,ORG,8
Detuviéronse,LOC,8
Cardenal,LOC,8
Muralla,LOC,8
-Ése,LOC,8
Damasco,LOC,8
Tecla,LOC,8
Mill,LOC,8
Aproximóse,LOC,8
Corinto,LOC,8
Pan,LOC,8
Mónica,LOC,8
Sayaradur,LOC,8
Rubín,ORG,8
Pescadería,LOC,8
Cordón,LOC,8
Thesalónica,LOC,8
Araviana,LOC,8
Fisco,LOC,8
Menaguti,LOC,8
Jalón,LOC,8
Sala,LOC,8
Naciones,ORG,8
Bragas,LOC,8
Curruca,ORG,8
Dile,LOC,8
Tenorio,LOC,8
Arbogasto,LOC,8
Rio,LOC,8
Fuejos,LOC,8
Princesa,LOC,8
Morería,LOC,8
Morales,LOC,8
Bermúdez,LOC,8
Filomena,LOC,8
Andrés,LOC,8
Despues,LOC,8
Cibeles,LOC,8
Moron,LOC,8
vais,LOC,8
Plasencia,LOC,8
Salabert,LOC,8
Pompeya,LOC,8
Pinar,LOC,8
Pasó,LOC,8
Zarzuela,LOC,8
arroyo,LOC,8
Comisión,ORG,8
Caña,LOC,8
Alonso,LOC,8
Granvela,LOC,8
Gaztelu,LOC,8
Solapeña,LOC,8
Qué,LOC,8
Feliciana,LOC,8
Tondo,LOC,8
Suecia,LOC,8
Cruzó,LOC,8
Chancillería,LOC,8
Serranos,LOC,8
Tan,ORG,8
Aljafería,LOC,8
Alcazaba,LOC,8
por,LOC,8
Lugo,LOC,8
Roda,LOC,8
Estará,LOC,8
Getafe,LOC,8
puerto,LOC,8
alameda,LOC,8
Samaniegas,LOC,8
Pinto,LOC,8
Gravelinas,LOC,8
Zumárraga,LOC,8
Nionyi,LOC,8
Luján,LOC,8
Nguezi,LOC,8
Norma,ORG,8
Rota,LOC,8
Neptuno,LOC,8
rosario,LOC,8
fuente,LOC,8
Corregidor-,LOC,8
Trinidad,LOC,8
Colmado,LOC,8
Spandau,LOC,8
Pues,ORG,8
Escuelas,ORG,8
Miráronse,LOC,8
Kruger,LOC,8
Luxemburgo,LOC,8
hierro,LOC,8
gruta,LOC,8
Pasé,LOC,8
Boulevard,LOC,8
DE,LOC,8
Miranda,LOC,8
Fomento,ORG,8
Manchester,LOC,8
EL,LOC,8
Fuerza,ORG,8
Potosí,LOC,8
Barbut,LOC,8
Cantabria,LOC,8
Escobedo,LOC,8
Concordia,LOC,8
Vincennes,LOC,8
Ojazos,LOC,8
Marías,LOC,8
Moros,LOC,8
Excusado,LOC,8
Comió,ORG,8
Jeremías,LOC,8
Parlamento,LOC,8
Momentos,LOC,8
Martinica,LOC,8
Infantado,LOC,8
CERVANTES,ORG,8
francesa,ORG,8
lágrimás,LOC,8
Ventas,LOC,7
Avapiés,LOC,7
romano,LOC,7
Sagrada,LOC,7
Quijana,LOC,7
-Y,LOC,7
Despertó,LOC,7
Nada,LOC,7
Bau-Mau,LOC,7
adiós,LOC,7
Cortado,LOC,7
Alhamet,LOC,7
Guipúzcoa,LOC,7
Bruselas,ORG,7
Solana,LOC,7
Tula,LOC,7
Vallecas,LOC,7
Jordán,LOC,7
Y,LOC,7
británico,ORG,7
Pez,LOC,7
Sentado,LOC,7
Louvre,LOC,7
Vesubio,LOC,7
Abelín,LOC,7
Diantre,LOC,7
hácia,LOC,7
Tenéis,LOC,7
pequeña,LOC,7
Florida,LOC,7
Ah,LOC,7
Milicia,ORG,7
Ponte,LOC,7
Quedamos,LOC,7
Llevaban,ORG,7
Constantino,LOC,7
„,ORG,7
Confiesa,LOC,7
-Silencio,LOC,7
Finisterre,LOC,7
Aquella,LOC,7
Pepita,LOC,7
Huerta,LOC,7
Muerta,LOC,7
-Ea,LOC,7
Tomasillo,LOC,7
Toñazos,ORG,7
Marina,LOC,7
ánsia,LOC,7
David,LOC,7
Izquierdo,LOC,7
B.,LOC,7
Dieppe,LOC,7
Moncayo,LOC,7
Consistorio,LOC,7
Carolinas,LOC,7
Helvecia,LOC,7
Ángeles,LOC,7
Tuxtlan,LOC,7
Pallars,LOC,7
Platerías,LOC,7
Toñazos,LOC,7
Cuesta,LOC,7
Diputación,ORG,7
míos,LOC,7
Zapaterín,LOC,7
Dieron,LOC,7
Peligros,LOC,7
Armería,LOC,7
M.,LOC,7
Barbastro,LOC,7
National,LOC,7
sírvase,LOC,7
abrióla,LOC,7
Castelar,LOC,7
Gonzalo,LOC,7
Escuadra,ORG,7
corazon,LOC,7
du,LOC,7
Larga,LOC,7
Tónica,ORG,7
Ira,LOC,7
Cristianismo,ORG,7
Nepociano-,LOC,7
Tratábase,LOC,7
Gerona,LOC,7
Capitanía,LOC,7
Julio,LOC,7
Tranquilo,LOC,7
Polacra,LOC,7
Aquitania,LOC,7
Convinieron,LOC,7
Paúl,LOC,7
Rubio,LOC,7
Ecuador,LOC,7
Acudió,LOC,7
Rinconá,LOC,7
Guámbaro,LOC,7
Septiembre,LOC,7
Cortes,LOC,7
Ríoseco,LOC,7
os,ORG,7
Ildefonso,LOC,7
español,LOC,7
Pontífices,ORG,7
huerto,LOC,7
Sonrióse,LOC,7
-Paciencia,LOC,7
Daily,ORG,7
Caliente,LOC,7
Nuévalos,LOC,7
Llamole,LOC,7
Fez,LOC,7
Salid,LOC,7
Carmona,LOC,7
Japón,LOC,7
Rand,LOC,7
Alcira,LOC,7
Lérida,LOC,7
precaución,LOC,7
Agosto,LOC,7
sandio,LOC,7
Lobos,LOC,7
Jura,LOC,7
Cisterna,LOC,7
Chorcos,LOC,7
Jehú,LOC,7
Costa,LOC,7
Saladero,LOC,7
Ruanda,LOC,7
Giron,LOC,7
Lima,LOC,7
Leon,LOC,7
Telégrafos,LOC,7
Lejos,LOC,7
Noble,LOC,7
Celipín,LOC,7
Dragut,LOC,7
Chiripa,LOC,7
Civiles,LOC,7
Dí,LOC,7
Ballester,LOC,7
Sagra,LOC,7
Monyo,LOC,7
Pego,LOC,7
Español,LOC,7
Rampa,LOC,7
Antillas,LOC,7
muía,LOC,7
Desengáñate,LOC,7
Duque-,LOC,7
Loiro,LOC,7
Pérez,LOC,7
Tanasio,LOC,7
-¡Uva,LOC,7
Era,LOC,7
andes,LOC,7
Mateo,LOC,7
Presentía,LOC,7
Janeiro,LOC,7
Ribera,LOC,7
Turiaso,LOC,7
De,LOC,7
Naya,LOC,7
Mercurio,LOC,7
Angel,LOC,7
mis,LOC,7
Híjar,LOC,7
miss,LOC,7
Briones,LOC,7
Pozas,LOC,7
Conjo,LOC,7
Rector,ORG,7
Tambien,LOC,7
Villaflorida,LOC,7
Cole,LOC,7
Sahagún,LOC,7
Graña,LOC,7
Mourelo,LOC,7
Douglas,LOC,7
Extremeños,LOC,7
Madruga,LOC,7
a,LOC,7
balcón,LOC,7
Llegaba,LOC,7
Acudí,LOC,7
Foro,LOC,7
Cari,LOC,7
Bahama,LOC,7
Abad,LOC,7
Teresa,LOC,7
Antonio,LOC,7
Águila,LOC,7
Quetiba,LOC,7
Fernández-Pons,ORG,7
-Escuchadme,LOC,7
Volví,LOC,7
Arrabal,LOC,7
Veloz,ORG,7
Gobernador,LOC,7
Sagrario,LOC,7
A,ORG,7
Daniel,LOC,7
Rioseco,LOC,7
Corfín,LOC,7
Vela,LOC,7
Valdivia,LOC,7
Viami,LOC,7
Colás,LOC,7
Viti,LOC,7
Sagrado,LOC,7
Corazón,LOC,7
Alburquerque,LOC,7
Marquesito,LOC,7
ze,ORG,7
Acuérdese,LOC,7
Anoche,ORG,7
Carnaje,LOC,6
reina,LOC,6
condal,LOC,6
bah,ORG,6
Pura,LOC,6
Maripujos,LOC,6
Cármen,LOC,6
Suprema,LOC,6
católica,ORG,6
Moreno,LOC,6
Rigüeltas,LOC,6
Almendros,LOC,6
Peñones,LOC,6
Caminaba,LOC,6
Encontró,LOC,6
Florestan,LOC,6
mezquita,LOC,6
verdad,LOC,6
Figueras,LOC,6
Potaje,LOC,6
en,LOC,6
Adivinó,ORG,6
Arneses,LOC,6
Sorbas,LOC,6
Rojo,ORG,6
Pez,ORG,6
Pico,LOC,6
Hipódromo,LOC,6
vieja,LOC,6
Lorena,LOC,6
Quita,LOC,6
Etelvina,LOC,6
Nació,LOC,6
Babia,LOC,6
Encontróse,LOC,6
Rocamador,LOC,6
holanda,LOC,6
Éboli,LOC,6
Comuneros,ORG,6
Adriático,LOC,6
Arlanza,LOC,6
Juzgaba,LOC,6
Manolilla,LOC,6
Tienes,ORG,6
Q.,LOC,6
Sucedía,LOC,6
Rióse,LOC,6
Respetilla,LOC,6
Diputado,LOC,6
Moscoso,LOC,6
jaca,LOC,6
Noche-Buena,LOC,6
galope,LOC,6
Sucedió,LOC,6
Levantábase,LOC,6
Jamás,LOC,6
Mouro,LOC,6
Gilimón,LOC,6
Garona,LOC,6
Atalaya,LOC,6
Purísima,LOC,6
Pajarete,LOC,6
-La,LOC,6
Hércules,LOC,6
Perla,LOC,6
Larraga,LOC,6
Joya,ORG,6
Fuera,LOC,6
tóos,LOC,6
Montes,LOC,6
Alina-,LOC,6
Juntos,ORG,6
Romana,LOC,6
Marta,LOC,6
-Luisa,LOC,6
Hierro,LOC,6
Paulinas,LOC,6
Vinculete,LOC,6
Vagaba,LOC,6
 ,ORG,6
Fornarina,LOC,6
Palma,LOC,6
Urgía,LOC,6
Godino,LOC,6
Malea,LOC,6
blanca,LOC,6
Tabacos,LOC,6
Paco,LOC,6
mi,LOC,6
Millán,LOC,6
Mañana,LOC,6
Ambos,LOC,6
Peñas,LOC,6
Rianzares,LOC,6
-Catalina,ORG,6
Muana,LOC,6
Armendáriz,LOC,6
Sastra,LOC,6
Triunfo,LOC,6
Sicoris,LOC,6
Garañón,LOC,6
llevadme,LOC,6
Jamaica,LOC,6
Vaciló,LOC,6
Hacienda,LOC,6
Zanzíbar,LOC,6
Portillo,LOC,6
Magistral,LOC,6
Heros,LOC,6
Cueva,LOC,6
Fornarina,ORG,6
Los,ORG,6
Correos,LOC,6
Id,LOC,6
Galiana,LOC,6
irte,LOC,6
Cáceres,LOC,6
Villena,LOC,6
Así,LOC,6
Llegará,LOC,6
Hospicio,LOC,6
Jacinta,LOC,6
Huelgas,LOC,6
Naval,LOC,6
Había,LOC,6
Paraguay,LOC,6
Babel,LOC,6
Gargalias,LOC,6
Cuervo,LOC,6
Consuélate,LOC,6
Ministros,ORG,6
cabellera,LOC,6
Gallo,LOC,6
cordillera,LOC,6
Peñuelas,LOC,6
Ángela,LOC,6
Alcolea,LOC,6
Sudeste,LOC,6
Arsenal,ORG,6
Maldita,LOC,6
Rivera,LOC,6
Giralda,LOC,6
Mallorca,LOC,6
Patrono,LOC,6
Sura,ORG,6
Cogióla,LOC,6
Rodrigo,LOC,6
Blas,LOC,6
Cáucaso,LOC,6
Antioquía,LOC,6
Iberia,ORG,6
Durmió,LOC,6
Niágara,LOC,6
Ánimas,LOC,6
Abra,LOC,6
fortaleza,LOC,6
Rico,LOC,6
Sofía-,ORG,6
Callaban,LOC,6
Chiruyu,LOC,6
Aquel,ORG,6
Pregúntaselo,LOC,6
Bien,LOC,6
Castillas,LOC,6
Siéntese,LOC,6
Víctor,LOC,6
Congreso,LOC,6
Pasa,LOC,6
Colondres,LOC,6
Junio,LOC,6
Espero,LOC,6
Vds,LOC,6
Baronesa,LOC,6
Guardaba,LOC,6
Dentro,LOC,6
Turquesca,LOC,6
leon,LOC,6
Félix,LOC,6
á,ORG,6
Sigüenza,LOC,6
Tixul,LOC,6
Respetad,LOC,6
Seamos,LOC,6
Constanza,LOC,6
Salisbury,LOC,6
Entré,LOC,6
Perdona,LOC,6
Cantón,LOC,6
Chalet,ORG,6
Gines,LOC,6
Marzo,LOC,6
Vaal,LOC,6
Bravo,LOC,6
Cosa,LOC,6
Necesitamos,LOC,6
Aranda,LOC,6
Sobano,LOC,6
Sardinero,LOC,6
argentina,LOC,6
Portillera,LOC,6
Ceballucos,LOC,6
Sentí,LOC,6
Delicias,LOC,6
Cabildos,LOC,6
Villalegre,LOC,6
Liverpool,LOC,6
Siete,LOC,6
Rigüelta,LOC,6
Saint,LOC,6
Perdonad,LOC,6
Escosura,LOC,6
Montsalvens,LOC,6
Jijona,LOC,6
días,LOC,6
Creían,LOC,6
Sangre,ORG,6
Básteos,LOC,6
Ramón,LOC,6
franquía,LOC,6
Talavera,LOC,6
Sultana,LOC,6
patio,LOC,6
Tablada,LOC,6
Juventud,ORG,6
Chartered,ORG,6
Organista,ORG,6
Mara-Mari,LOC,6
Bósforo,LOC,6
Bajo,LOC,6
Subieron,LOC,6
Cartago,LOC,6
Colocáronse,LOC,6
Plata,LOC,6
Béjar,LOC,6
Pampa,LOC,6
Arguiña,LOC,6
Trápana,LOC,6
Muley-Hamida,LOC,6
Losilla,LOC,6
ea,ORG,6
Solamente,LOC,6
Laguna,LOC,6
Deva,LOC,6
galán,LOC,6
Abrió,LOC,6
"Bien,—dijo",ORG,6
boca,LOC,6
Ratisbona,LOC,6
cosia,LOC,6
Mail,ORG,6
Descalzas,LOC,6
na,ORG,6
imperio,LOC,6
Chorrillos,LOC,6
Sánchez,LOC,6
Persilis,LOC,6
-Pero,LOC,6
Calpe,LOC,6
PP,ORG,6
Siquiera,LOC,6
Instituto,LOC,6
Boers,LOC,6
Mayoral,LOC,6
Hacedme,LOC,6
Adios,LOC,6
Dársena,LOC,6
Quiero,LOC,6
Feliz,LOC,6
Perdonadme,LOC,6
Serón,LOC,6
Burjasot,LOC,6
Colegio,ORG,6
Voto,ORG,6
Rosellón,LOC,6
Sola,LOC,6
Smirna,LOC,6
columna,LOC,6
Turquía,LOC,6
Inútil,LOC,6
-¿Me,LOC,6
Palomina,ORG,6
Felicísimo:-,LOC,6
Oporto,LOC,6
Abelín,ORG,6
Torrelaguna,LOC,6
ibais,LOC,6
Catuxa,LOC,6
Telmo,LOC,6
Salí,LOC,6
Mayo,LOC,6
Palestina,LOC,5
Dejo,LOC,5
Asthon,ORG,5
Regencia,LOC,5
Escalona,LOC,5
Entonces,LOC,5
Ujo,LOC,5
Silla,LOC,5
Cienfuentes,LOC,5
Medinasidonia,LOC,5
Ambato,LOC,5
Hacía,LOC,5
Saludáronse,LOC,5
Boers,ORG,5
Moreno-Isla,LOC,5
Irán,LOC,5
uagangas,LOC,5
Creta,LOC,5
L'Or,LOC,5
Lantañón,LOC,5
¿,ORG,5
Importa,LOC,5
Norfolk,LOC,5
Symmacho,LOC,5
roma,LOC,5
Flor,LOC,5
Supongo,ORG,5
asa,LOC,5
Beatriz,LOC,5
Adelaida,LOC,5
Alamedas,LOC,5
-¿Esa,LOC,5
-¡Pobres,LOC,5
CUANDO,ORG,5
Porto,LOC,5
Bajaron,LOC,5
Arschot,LOC,5
Havré,LOC,5
Tolón,LOC,5
Asamblea,ORG,5
Robinsón,ORG,5
Lovaina,LOC,5
mío,ORG,5
Esperadme,LOC,5
Universidades,LOC,5
Camagüey,LOC,5
Juliobriga,LOC,5
Cabruñana,LOC,5
Llegamos,LOC,5
Central,LOC,5
Insensiblemente,LOC,5
Brieuc,LOC,5
reloj,LOC,5
Currita-,ORG,5
Serena,LOC,5
Acercábase,LOC,5
Castrelo,LOC,5
Madrid,ORG,5
Romano,LOC,5
Faón,LOC,5
Ancori,LOC,5
Gutiérrez,LOC,5
Miquelo,LOC,5
Obispado,LOC,5
Arán,LOC,5
Cumplo,LOC,5
Tuvimos,ORG,5
Aveiro,LOC,5
Ambojo,LOC,5
Gallica,LOC,5
Flavia,LOC,5
Cielo,LOC,5
Aparte,LOC,5
Argentina,LOC,5
diablejos,LOC,5
Fornos,LOC,5
Fornos,ORG,5
paso,LOC,5
Noguera,LOC,5
Para,LOC,5
Berbería,LOC,5
Mosquito,LOC,5
Bañista,LOC,5
plata,LOC,5
jardines,LOC,5
Imparcial,LOC,5
Leganitos,LOC,5
Melchó,LOC,5
Osuna,LOC,5
Quijada,LOC,5
Tenga,LOC,5
Tíber,LOC,5
Cochura,LOC,5
Soledad,LOC,5
general,LOC,5
Serín,LOC,5
Agüeria,LOC,5
Rinconete,LOC,5
Padres,LOC,5
Pallantia,LOC,5
Cortadillo,LOC,5
Vacilaba,LOC,5
Alocaz,LOC,5
Picos,LOC,5
Deseada,LOC,5
Infantas,LOC,5
baja,LOC,5
Cynegio,LOC,5
Amor,LOC,5
Ariza,LOC,5
Recreo,ORG,5
Arte,LOC,5
Gruta,LOC,5
Trípoli,LOC,5
Señores,LOC,5
Zorrilla,LOC,5
Calderón,ORG,5
Prudencia,LOC,5
Nauplia,LOC,5
Generalife,LOC,5
Saldeoro,LOC,5
Quintín,LOC,5
Viseo,LOC,5
Aurora,LOC,5
Detrás,LOC,5
obedecedme,LOC,5
Trabaja,ORG,5
Salcedo,LOC,5
Dolores,ORG,5
Tordesillas,LOC,5
Zamareta,LOC,5
Cofradía,LOC,5
Malinas,LOC,5
Callad,LOC,5
Calatravas,LOC,5
Scipiones,LOC,5
Scipión,LOC,5
Noviciado,LOC,5
Facultad,LOC,5
Cierra,LOC,5
Simplicia,LOC,5
buriel,LOC,5
cementerio,LOC,5
Pateta,LOC,5
Carabanchel,LOC,5
Monasterio,LOC,5
Conchita,LOC,5
Calatorao,LOC,5
Silesia,LOC,5
Isabela,LOC,5
Ser,LOC,5
Bitadura,ORG,5
Sorayo,LOC,5
Enero,LOC,5
Quia,LOC,5
Maestro,LOC,5
romana,ORG,5
Bilbilis,LOC,5
Pensó,LOC,5
Aduana,LOC,5
Vía,LOC,5
Valiera,LOC,5
Trampeta,ORG,5
Resulta,LOC,5
Advierto,LOC,5
hereges,LOC,5
madre,LOC,5
Orihuela,LOC,5
Justa,LOC,5
Márchese,ORG,5
Malaña,LOC,5
Geografía,LOC,5
Reinó,LOC,5
Universal,ORG,5
Convenidos,LOC,5
Palomera,LOC,5
Avila,LOC,5
Pósito,LOC,5
Enfrente,LOC,5
Detiénese,LOC,5
Corregimiento,LOC,5
Mos,LOC,5
Aruvimi,LOC,5
balbució,LOC,5
brazo,LOC,5
Salieron,LOC,5
Pediré,LOC,5
B,LOC,5
Cuevas,LOC,5
Águeda,LOC,5
Rica,LOC,5
Rió,LOC,5
rica,LOC,5
Therasia,LOC,5
tía,LOC,5
zancas,LOC,5
china,LOC,5
Mamaíta,LOC,5
Silos,LOC,5
paz,LOC,5
Tremecen,LOC,5
Cabrera,LOC,5
Pascua,LOC,5
Vicente,ORG,5
Desamparados,LOC,5
-¡Pronto,ORG,5
manías,LOC,5
San,ORG,5
templo,LOC,5
....,LOC,5
Ali-Zeir,ORG,5
Falta,LOC,5
Respetilla-,LOC,5
Infantes,ORG,5
Hola,LOC,5
Gallaecia,LOC,5
te,LOC,5
Pasen,LOC,5
segúndon,LOC,5
Seguir,LOC,5
Maricuernos,LOC,5
santuario,LOC,5
besarla,LOC,5
Francos,LOC,5
Victorio,LOC,5
-¿Es,LOC,5
Angustias,LOC,5
mancha,LOC,5
Eduardo,LOC,5
Divina,LOC,5
Maladetta,LOC,5
Guinea,LOC,5
Olías,LOC,5
Curzolari,LOC,5
más,LOC,5
Veniero,LOC,5
Galilea,LOC,5
Benigna,LOC,5
Gonzalez,LOC,5
Veloz,LOC,5
Meruan,LOC,5
Visagra,LOC,5
Rebollo,LOC,5
milano,LOC,5
-Juana,LOC,5
Desengáñese,LOC,5
Jugaba,LOC,5
Juncar,LOC,5
Diablos,LOC,5
Anacleta,LOC,5
Rodrigo-,LOC,5
Aluch-Alí,LOC,5
Guardias,LOC,5
Aldea,LOC,5
Hamburgo,LOC,5
Audiencia,ORG,5
Hervía,LOC,5
Gargoris,LOC,5
Sepulcro,LOC,5
Jardín,LOC,5
Bastero,LOC,5
Ocaña,LOC,5
Montserrat,LOC,5
Crujió,LOC,5
Maritornes,LOC,5
viejo,LOC,5
Todavía,ORG,5
Olivares,LOC,5
Oyéronse,LOC,5
Olimpio,LOC,5
Dispense,ORG,5
Santianes,LOC,5
Sirio,LOC,5
Entraron,LOC,5
Grijalba,LOC,5
Carnaval,LOC,5
Bolonia,LOC,5
Partid,LOC,5
Celebróse,LOC,5
Cazalla,LOC,5
Bellas,ORG,5
estragal,LOC,5
Monserrat,LOC,5
Dejad,LOC,5
abate,LOC,5
Artes,ORG,5
Beit,LOC,5
Pontificado,LOC,5
Traslacerca,LOC,5
Pescadero,LOC,5
Dueñas,LOC,5
Marchaba,LOC,5
Tequil,LOC,5
Noruega,LOC,5
Habían,LOC,5
Milagro,LOC,5
Museum,LOC,5
Estupiñá,LOC,5
Babylonia,LOC,5
Esquilache-,LOC,5
Olivar,LOC,5
Morenos,LOC,5
Jericó,LOC,5
Gata,LOC,5
Calahorra,LOC,5
Cambridge,LOC,5
Guillermo,LOC,5
Durban,LOC,5
Urbino,LOC,5
adquirí,ORG,5
Kynoch,LOC,5
Quijadas,LOC,5
Foja,ORG,5
holgaré,LOC,5
Temblando,LOC,5
Nínive,LOC,5
Vds,ORG,5
Vergara,LOC,5
aya,LOC,5
Serafina,LOC,5
Carbonarios,ORG,5
Atares,LOC,5
Zayas,LOC,5
